Origin,Destination,OriginCity,DestinationCity,Passengers,Seats,Flights,Distance,FlyDate,OriginPopulation,DestinationPopulation
MSY,MIA,New Orleans-LA,Miami-FL,3944,8174,61,674,200308,1312039,10561342
PIA,ORD,Peoria-IL,Chicago-IL,1826,5335,55,130,199211,361687,16720340
GRB,ORD,Green Bay-WI,Chicago-IL,1145,2700,54,174,200604,298302,18797710
SFO,DFW,San Francisco-CA,Dallas-TX,6644,16487,91,1464,199403,7666396,8613622
OKC,DFW,Oklahoma City-OK,Dallas-TX,4,68,2,175,200107,1107695,10709246
ATL,TPA,Atlanta-GA,Tampa-FL,249,426,3,406,200001,4281905,2404273
COS,DFW,Colorado Springs-CO,Dallas-TX,19697,28696,211,592,200608,601150,11998822
IAH,EWR,Houston-TX,Newark-NJ,92,248,2,1400,200105,4851189,18490029
JAC,ORD,Jackson-WY,Chicago-IL,4728,5828,31,1162,200503,26821,18724160
DTW,CWA,Detroit-MI,Wausau-WI,2240,2856,84,363,200507,8988796,127532
CVG,AUS,Cincinnati-OH,Austin-TX,99,152,2,958,200710,2148315,1594525
FLL,TPA,Fort Lauderdale-FL,Tampa-FL,581,900,30,197,200504,5443159,2638814
BOS,BGR,Boston-MA,Bangor-ME,503,704,16,201,200210,8918022,146249
SAT,AUS,San Antonio-TX,Austin-TX,124,284,2,70,200405,1843927,1418999
PHL,ORD,Philadelphia-PA,Chicago-IL,145,298,1,678,199110,10917452,16550288
ATL,ORD,Atlanta-GA,Chicago-IL,0,0,5,606,200601,5119641,18797710
DTW,FNT,Detroit-MI,Flint-MI,1142,1598,47,56,199708,8934802,435312
STL,OMA,St. Louis-MO,Omaha-NE,152,291,3,342,199312,2616153,703536
CVG,MDW,Cincinnati-OH,Chicago-IL,0,120,1,249,200510,2102422,18724160
HLN,BZN,Helena-MT,Bozeman-MT,0,50,1,69,200712,71258,87300
JFK,DLH,New York-NY,Duluth-MN,76,100,1,1013,200109,36980058,276392
MSP,EWR,Minneapolis-MN,Newark-NJ,53,150,1,1008,199203,2616238,16930924
PBI,MIA,West Palm Beach-FL,Miami-FL,50,101,1,62,200209,5212602,10425204
MDT,ORD,Harrisburg-PA,Chicago-IL,3796,5880,49,594,200108,510511,18385002
IND,BUF,Indianapolis-IN,Buffalo-NY,0,0,17,451,200408,1622935,1148714
ATL,EWR,Atlanta-GA,Newark-NJ,6494,9256,89,745,199512,3548667,17130692
GSP,ATL,Greenville-SC,Atlanta-GA,45,50,1,153,200406,583166,4802300
LSE,ORD,La Crosse-WI,Chicago-IL,1455,3036,66,215,199805,121692,17529224
DFW,ORD,Dallas-TX,Chicago-IL,1621,2214,16,802,200903,12895230,19161134
LAX,AUS,Los Angeles-CA,Austin-TX,2810,3614,26,1238,199703,23583460,1067953
ICT,PIA,Wichita-KS,Peoria-IL,24,50,1,465,200511,583759,367334
PIT,MDW,Pittsburgh-PA,Chicago-IL,74,540,5,402,199101,2472127,16550288
JFK,ORD,New York-NY,Chicago-IL,0,0,1,740,200602,37651266,18797710
GSO,ATL,Greensboro-NC,Atlanta-GA,11720,21442,151,306,199010,541858,3087755
ALB,DAY,Albany-NY,Dayton-OH,4,100,1,576,199911,819105,857208
DAL,AUS,Dallas-TX,Austin-TX,6978,8784,72,189,200811,12602170,1654100
BUF,ORD,Buffalo-NY,Chicago-IL,4779,6160,88,473,200505,1139328,18724160
LNK,ORD,Lincoln-NE,Chicago-IL,1672,2596,59,466,200311,278417,18572324
MEM,OMA,Memphis-TN,Omaha-NE,2823,3088,62,538,200705,1290610,829183
CLE,ERI,Cleveland-OH,Erie-PA,1311,2090,110,98,199707,2126219,279513
PDX,FAT,Portland-OR,Fresno-CA,14,69,1,626,199912,1855671,763069
SEA,JNU,Seattle-WA,Juneau-AK,2981,4147,29,909,199307,5432136,28654
ICT,DFW,Wichita-KS,Dallas-TX,13,50,1,328,200306,579800,11164066
BWI,TPA,Baltimore-MD,Tampa-FL,5232,6713,49,842,200401,2638066,2578104
OMA,DFW,Omaha-NE,Dallas-TX,3936,5529,57,583,199512,717557,8787062
ABE,ORD,Allentown-PA,Chicago-IL,227,416,4,654,200005,741937,18235464
PHX,MDW,Phoenix-AZ,Chicago-IL,7088,9169,53,1444,200008,3278661,18235464
FLL,BOS,Fort Lauderdale-FL,Boston-MA,4508,5491,30,1237,200701,5465183,9007842
SLC,ORD,Salt Lake City-UT,Chicago-IL,11385,17240,119,1249,199406,852741,17018756
FLL,EWR,Fort Lauderdale-FL,Newark-NJ,5964,8692,53,1065,200010,5025806,18352743
GSO,ORD,Greensboro-NC,Chicago-IL,83,109,1,590,199308,561098,16876600
CVG,BOS,Cincinnati-OH,Boston-MA,1353,1550,31,752,200108,2035680,8886620
SYR,EWR,Syracuse-NY,Newark-NJ,144,188,2,194,199206,668696,16930924
SJC,ORD,San Jose-CA,Chicago-IL,191,324,3,1829,199811,1690832,17529224
DTW,EWR,Detroit-MI,Newark-NJ,3117,6500,52,487,200208,8972134,18590085
DAY,EWR,Dayton-OH,Newark-NJ,1185,3610,38,533,199611,860650,17190036
RDU,ORD,Raleigh-NC,Chicago-IL,2053,7040,55,647,199301,603263,16876600
IAD,DFW,Washington-DC,Dallas-TX,2927,4340,62,1172,200610,10530024,11998822
MDW,ATL,Chicago-IL,Atlanta-GA,1838,2100,30,590,200809,19031272,5385586
BUF,EWR,Buffalo-NY,Newark-NJ,4350,6765,59,282,199504,1180896,17130692
ELM,ERI,Elmira-NY,Erie-PA,66,101,1,169,199707,92549,279513
ABQ,DFW,Albuquerque-NM,Dallas-TX,2185,4588,31,569,199303,640288,8450926
CHS,EWR,Charleston-SC,Newark-NJ,3176,4250,85,628,200404,590096,18747431
BPT,DFW,Beaumont-TX,Dallas-TX,2946,4828,142,270,200101,381705,10709246
MIA,ATL,Miami-FL,Atlanta-GA,87,122,1,595,199101,8312530,3163883
MSY,DFW,New Orleans-LA,Dallas-TX,3191,4300,86,448,200402,1314721,11379964
ABE,EWR,Allentown-PA,Newark-NJ,209,216,1,67,200710,805352,18901167
PHL,DFW,Philadelphia-PA,Dallas-TX,15590,24000,172,1302,200009,11386550,10392376
TVC,ORD,Traverse City-MI,Chicago-IL,5462,7650,153,224,200907,142350,19161134
ATL,DHN,Atlanta-GA,Dothan-AL,3667,5750,115,171,200903,5475213,142693
JAX,TPA,Jacksonville-FL,Tampa-FL,5305,6987,51,180,200411,1222731,2578104
SAN,DTW,San Diego-CA,Detroit-MI,199,384,2,1957,199809,2766123,8944948
TOL,ATL,Toledo-OH,Atlanta-GA,1331,1500,30,549,200406,671681,4802300
CHS,MCN,Charleston-SC,Macon-GA,49,50,1,211,200312,576539,225715
JAX,MIA,Jacksonville-FL,Miami-FL,0,0,16,334,200908,1328144,11094102
OMA,MDW,Omaha-NE,Chicago-IL,67,122,1,423,200312,790535,18572324
FWA,YIP,Fort Wayne-IN,Detroit-MI,0,0,1,122,200512,402638,8988796
BOS,ATL,Boston-MA,Atlanta-GA,6590,12446,49,946,199111,8227986,3163883
BWI,BOS,Baltimore-MD,Boston-MA,126,141,1,370,200004,2557501,8805222
ORD,EWR,Chicago-IL,Newark-NJ,10831,20275,145,719,199403,17018756,17072218
DTW,CWA,Detroit-MI,Wausau-WI,490,1122,33,363,199708,8934802,122238
MSP,FAR,Minneapolis-MN,Fargo-ND,2668,4433,31,223,199510,2725644,163601
DFW,MDW,Dallas-TX,Chicago-IL,11987,20241,117,797,200101,10709246,18385002
DFW,DTW,Dallas-TX,Detroit-MI,131,156,2,987,199103,8182938,8578382
PVD,EWR,Providence-RI,Newark-NJ,3038,4830,105,160,200001,1586744,18352743
EWR,BOS,Newark-NJ,Boston-MA,327,825,5,200,199802,17341505,8506878
TPA,BOS,Tampa-FL,Boston-MA,500,568,4,1185,200906,2747272,9177360
MCO,DFW,Orlando-FL,Dallas-TX,3607,4200,28,984,200311,1803474,11164066
MEM,ATL,Memphis-TN,Atlanta-GA,4845,7332,94,332,199509,1126769,3548667
MIA,ATL,Miami-FL,Atlanta-GA,8240,17399,116,595,199304,8572430,3339551
MEM,DFW,Memphis-TN,Dallas-TX,2287,5400,54,432,199210,1090672,8314270
DCA,EWR,Washington-DC,Newark-NJ,1479,2550,51,199,200202,10029142,18590085
DSM,ORD,Des Moines-IA,Chicago-IL,5879,8085,55,299,199707,457026,17405264
LAS,PIA,Las Vegas-NV,Peoria-IL,139,139,1,1413,199707,1105005,365090
SEA,ATL,Seattle-WA,Atlanta-GA,348,400,1,2182,199112,5242050,3163883
DCA,DFW,Washington-DC,Dallas-TX,7385,12750,85,1192,199912,9231820,9703564
BWI,MIA,Baltimore-MD,Miami-FL,5679,7014,60,946,200106,2577904,10240512
CLT,BUF,Charlotte-NC,Buffalo-NY,4326,5922,47,546,200309,1436890,1154212
MSP,TUS,Minneapolis-MN,Tucson-AZ,955,1036,7,1298,200808,3237612,1009832
TLH,ATL,Tallahassee-FL,Atlanta-GA,2493,3317,31,223,199207,270767,3245141
BOS,DTW,Boston-MA,Detroit-MI,3583,7300,50,632,199401,8293684,8761684
GPT,ATL,Gulfport-MS,Atlanta-GA,4176,5370,179,352,200105,248185,4432950
LGA,DFW,New York-NY,Dallas-TX,2542,5625,31,1389,199710,34528632,9231044
MAF,AUS,Midland-TX,Austin-TX,691,1233,9,290,199105,108737,874516
SEA,TUS,Seattle-WA,Tucson-AZ,2899,3588,26,1216,200406,6327406,924205
SAT,AUS,San Antonio-TX,Austin-TX,858,4292,29,70,199112,1433285,874516
LIT,ATL,Little Rock-AR,Atlanta-GA,15448,21300,150,453,200105,617414,4432950
FLL,EWR,Fort Lauderdale-FL,Newark-NJ,3207,3720,30,1065,200806,5501752,18968501
ROA,DFW,Roanoke-VA,Dallas-TX,0,0,2,1012,200912,300399,12895230
ATL,BOS,Atlanta-GA,Boston-MA,7299,9663,53,946,200402,4802300,8912958
LAX,TUS,Los Angeles-CA,Tucson-AZ,660,822,6,451,200310,25434866,903320
SEA,EWR,Seattle-WA,Newark-NJ,628,1098,6,2401,199810,5831556,17341505
CMH,ORD,Columbus-OH,Chicago-IL,88,109,1,296,199911,1562409,17655010
RIC,ORD,Richmond-VA,Chicago-IL,240,690,5,642,200201,1125329,18490270
CMH,ATL,Columbus-OH,Atlanta-GA,8067,9230,65,446,200703,1759348,5267527
BHM,MDW,Birmingham-AL,Chicago-IL,90,137,1,570,200106,1060335,18385002
CPR,ORD,Casper-WY,Chicago-IL,870,1450,29,949,200808,73057,19031272
MCO,ATL,Orlando-FL,Atlanta-GA,49,50,1,403,200610,1999994,5119641
EWR,ATL,Newark-NJ,Atlanta-GA,455,520,5,745,199812,17341505,3872031
ATW,DTW,Appleton-WI,Detroit-MI,3345,4510,101,297,200408,212167,8996622
JFK,BOS,New York-NY,Boston-MA,1356,4992,13,187,199906,34863448,8550938
AUS,LRD,Austin-TX,Laredo-TX,0,0,1,216,200401,1418999,215775
PDX,EKO,Portland-OR,Elko-NV,103,140,1,475,199405,1686298,41668
MSP,OMA,Minneapolis-MN,Omaha-NE,65,186,1,282,200807,3237612,839265
MCO,ATL,Orlando-FL,Atlanta-GA,0,0,10,403,200303,1803474,4673146
RDU,EWR,Raleigh-NC,Newark-NJ,682,3504,24,416,199112,564631,16874842
SYR,ALB,Syracuse-NY,Albany-NY,28,34,1,119,200002,649817,827227
BOS,ATL,Boston-MA,Atlanta-GA,3390,4260,30,946,199603,8407438,3652439
ATL,MIA,Atlanta-GA,Miami-FL,6530,10062,86,595,200604,5119641,10933486
CLT,BUF,Charlotte-NC,Buffalo-NY,3535,3780,30,546,200308,1436890,1154212
ATL,DAY,Atlanta-GA,Dayton-OH,9229,12495,88,432,200701,5267527,839563
BOS,ORD,Boston-MA,Chicago-IL,8686,13320,111,867,200011,8805222,18235464
JNU,JNU,Juneau-AK,Juneau-AK,1,5,1,0,200912,30796,30796
GSO,TPA,Greensboro-NC,Tampa-FL,0,0,1,580,200104,652373,2442189
BWI,ATL,Baltimore-MD,Atlanta-GA,3970,4800,30,576,200911,2690886,5475213
MCO,ATL,Orlando-FL,Atlanta-GA,675,710,5,403,200503,1939766,4947012
SEA,AUS,Seattle-WA,Austin-TX,3563,4160,30,1770,200709,6614720,1594525
ATL,MIA,Atlanta-GA,Miami-FL,4597,5916,29,595,199208,3245141,8451688
OAK,RNO,Oakland-CA,Reno-NV,10401,18632,136,180,199012,3718063,258859
LGA,DTW,New York-NY,Detroit-MI,152,308,7,501,200303,37342640,8985512
SNA,DTW,Santa Ana-CA,Detroit-MI,5037,8211,56,1960,199406,11589500,8761684
ABI,YKM,Abilene-TX,Yakima-WA,97,137,1,1474,200911,160070,239054
TPA,ORD,Tampa-FL,Chicago-IL,3132,4836,31,1012,200305,2522780,18572324
MSP,PIA,Minneapolis-MN,Peoria-IL,2079,3128,92,342,200407,3106569,366024
TPA,DFW,Tampa-FL,Dallas-TX,5010,8799,62,929,199305,2132804,8450926
TUL,AFW,Tulsa-OK,Dallas-TX,0,0,14,236,200501,881652,11632814
SPS,DFW,Wichita Falls-TX,Dallas-TX,63,70,1,113,200704,148238,12313304
MCO,EWR,Orlando-FL,Newark-NJ,758,940,4,938,200810,2060968,18968501
FNT,DTW,Flint-MI,Detroit-MI,543,770,7,56,200408,439880,8996622
FLL,MDW,Fort Lauderdale-FL,Chicago-IL,4104,4752,22,1166,200307,5280671,18572324
LAS,ORD,Las Vegas-NV,Chicago-IL,4610,5250,35,1515,200306,1572924,18572324
BOS,ALB,Boston-MA,Albany-NY,451,1870,55,145,199501,8357434,828038
PHL,DTW,Philadelphia-PA,Detroit-MI,607,1296,9,453,200210,11511748,8972134
LRD,DFW,Laredo-TX,Dallas-TX,66,132,3,394,200801,235937,12602170
STL,OMA,St. Louis-MO,Omaha-NE,2935,3752,28,342,199502,2634959,717557
PHX,ATL,Phoenix-AZ,Atlanta-GA,7512,9600,64,1587,199703,2841395,3756986
MEM,AUS,Memphis-TN,Austin-TX,0,0,4,559,200601,1280666,1528958
DTW,MIA,Detroit-MI,Miami-FL,608,764,4,1145,200011,8914942,10051612
BOS,ORD,Boston-MA,Chicago-IL,118,298,1,867,199110,8227986,16550288
SYR,BUF,Syracuse-NY,Buffalo-NY,0,109,1,134,199408,668078,1186544
FTW,DRT,Dallas-TX,Del Rio-TX,0,0,1,322,200202,10953156,45480
CHA,ATL,Chattanooga-TN,Atlanta-GA,50,50,1,106,200405,497235,4802300
BNA,DFW,Nashville-TN,Dallas-TX,19,44,1,631,200505,1450538,11632814
AGS,ATL,Augusta-GA,Atlanta-GA,3704,5808,88,143,200801,534612,5385586
AUS,DFW,Austin-TX,Dallas-TX,43501,49756,357,190,200806,1654100,12602170
TPA,MIA,Tampa-FL,Miami-FL,2250,3306,174,204,200502,2638814,10886318
LSV,TUS,Las Vegas-NV,Tucson-AZ,0,120,1,368,200907,1902834,1020200
STL,UIN,St. Louis-MO,Quincy-IL,824,1710,90,94,199605,2642938,77842
PHL,ORD,Philadelphia-PA,Chicago-IL,12507,14784,121,678,200608,11761824,18797710
TUL,DFW,Tulsa-OK,Dallas-TX,6151,8436,57,237,200803,916037,12602170
GTF,HLN,Great Falls-MT,Helena-MT,2433,3968,31,67,200003,80201,65955
SAN,AUS,San Diego-CA,Austin-TX,207,274,2,1164,200702,2975656,1594525
MCO,EWR,Orlando-FL,Newark-NJ,9870,12069,81,938,199608,1422502,17190036
FYV,AHN,Fayetteville-AR,Athens-GA,35,50,1,631,200502,413777,179013
DCA,EWR,Washington-DC,Newark-NJ,167,412,4,199,199408,8673930,17072218
LRD,TOL,Laredo-TX,Toledo-OH,0,0,1,1312,200910,241438,672220
LIT,ATL,Little Rock-AR,Atlanta-GA,2277,4260,30,453,199106,540243,3163883
LAS,DFW,Las Vegas-NV,Dallas-TX,10180,11208,31,1055,199908,1217155,9703564
BWI,BOS,Baltimore-MD,Boston-MA,0,0,1,370,200303,2621815,8916374
PBI,EWR,West Palm Beach-FL,Newark-NJ,1582,1830,10,1024,199706,4623697,17264316
CHS,ATL,Charleston-SC,Atlanta-GA,7847,14560,80,259,199304,534324,3339551
COS,ATL,Colorado Springs-CO,Atlanta-GA,7809,8732,59,1185,200307,572399,4673146
ROC,BOS,Rochester-NY,Boston-MA,429,720,5,343,200006,1041595,8805222
SLC,TUL,Salt Lake City-UT,Tulsa-OK,874,894,6,926,199606,882467,807864
PHL,DTW,Philadelphia-PA,Detroit-MI,44,126,1,453,200506,11701242,8988796
FWA,DAY,Fort Wayne-IN,Dayton-OH,0,60,2,90,200508,402638,843575
CVG,BOS,Cincinnati-OH,Boston-MA,2420,4900,49,752,200502,2102422,8917782
IAD,BOS,Washington-DC,Boston-MA,1019,1278,12,413,200712,10626066,9007842
TPA,EWR,Tampa-FL,Newark-NJ,9445,10152,72,998,200105,2442189,18490029
JAN,ATL,Jackson-MS,Atlanta-GA,10334,13774,97,341,199505,468631,3548667
CVG,MIA,Cincinnati-OH,Miami-FL,0,0,5,948,200305,2066256,10561342
DAY,BOS,Dayton-OH,Boston-MA,0,0,9,709,200207,845416,8918022
ATL,DFW,Atlanta-GA,Dallas-TX,6600,9304,38,732,199412,3444861,8613622
EWR,OMA,Newark-NJ,Omaha-NE,89,188,1,1133,199211,16930924,701218
FLL,BOS,Fort Lauderdale-FL,Boston-MA,10444,13416,86,1237,200410,5362678,8912958
ABY,BFM,Albany-GA,Mobile-AL,0,0,2,238,200605,162975,402199
SNA,RNO,Santa Ana-CA,Reno-NV,2042,3720,30,415,200709,12692603,410616
DSM,FOE,Des Moines-IA,Topeka-KS,0,32,1,207,200501,522760,227102
SHV,MLU,Shreveport-LA,Monroe-LA,1111,4118,29,105,199506,361143,167974
HOU,DAL,Houston-TX,Dallas-TX,27560,46169,337,239,200509,5299567,11632814
JFK,BUF,New York-NY,Buffalo-NY,3289,5134,151,301,199910,34863448,1142121
GPT,ATL,Gulfport-MS,Atlanta-GA,79,132,2,352,200503,256655,4947012
SAV,ORD,Savannah-GA,Chicago-IL,2598,3600,72,773,200402,310310,18664180
BTM,BZN,Butte-MT,Bozeman-MT,93,468,26,65,199209,34211,54103
OKC,DAL,Oklahoma City-OK,Dallas-TX,359,685,5,181,200411,1140779,11379964
MSP,DTW,Minneapolis-MN,Detroit-MI,2215,3300,33,528,200206,3053303,8972134
RFD,ORD,Rockford-IL,Chicago-IL,1024,2254,49,63,199412,297781,17018756
EWR,MDW,Newark-NJ,Chicago-IL,707,992,8,711,200608,18825633,18797710
PHL,TPA,Philadelphia-PA,Tampa-FL,11203,16212,84,920,200502,11701242,2638814
IND,TUL,Indianapolis-IN,Tulsa-OK,0,0,19,578,200210,1578239,874815
SFO,DFW,San Francisco-CA,Dallas-TX,943,5096,13,1464,199601,7772198,8994450
ELP,AUS,El Paso-TX,Austin-TX,2328,2684,22,525,199305,642744,931671
MEM,AUS,Memphis-TN,Austin-TX,2609,2900,58,559,200906,1304926,1705075
FAT,DFW,Fresno-CA,Dallas-TX,4980,7998,62,1313,200401,857162,11379964
PIT,DAY,Pittsburgh-PA,Dayton-OH,5867,13986,111,215,200203,2408973,845416
ATL,BUF,Atlanta-GA,Buffalo-NY,4639,5600,56,712,200608,5119641,1130913
PHX,ORD,Phoenix-AZ,Chicago-IL,3794,5922,47,1440,199503,2661324,17155070
GRB,ORD,Green Bay-WI,Chicago-IL,2624,4450,89,174,200901,304783,19161134
MEM,ATL,Memphis-TN,Atlanta-GA,22054,30247,203,332,200206,1226669,4555490
IAH,DFW,Houston-TX,Dallas-TX,6507,12733,119,224,199204,3983375,8314270
ABI,DFW,Abilene-TX,Dallas-TX,2040,4650,93,158,200809,159059,12602170
AVP,ORD,Scranton-PA,Chicago-IL,2344,3000,60,631,200912,549454,19161134
CLT,CAK,Charlotte-NC,Akron-OH,181,200,4,394,200608,1583869,700013
DAY,ATL,Dayton-OH,Atlanta-GA,1262,1500,30,432,200405,845594,4802300
CLE,EWR,Cleveland-OH,Newark-NJ,2346,6043,42,404,199302,2128322,17013259
EWR,ORD,Newark-NJ,Chicago-IL,23,109,1,719,200002,18352743,18235464
DFW,TPA,Dallas-TX,Tampa-FL,5025,9150,61,929,199908,9703564,2278169
AUS,DFW,Austin-TX,Dallas-TX,64,118,1,183,199011,850619,8019250
BNA,TPA,Nashville-TN,Tampa-FL,446,610,5,612,199705,1209809,2225002
DTW,MDW,Detroit-MI,Chicago-IL,16034,25482,186,229,199906,8962394,17655010
ATL,BUF,Atlanta-GA,Buffalo-NY,10859,13923,119,712,200506,4947012,1139328
MCO,DFW,Orlando-FL,Dallas-TX,7290,9724,70,984,200809,2060968,12602170
CAE,EWR,Columbia-SC,Newark-NJ,0,0,5,602,200105,657598,18490029
BPT,DFW,Beaumont-TX,Dallas-TX,1212,3360,112,270,199611,373869,8994450
PIT,DTW,Pittsburgh-PA,Detroit-MI,6596,17010,135,201,200112,2418223,8958464
EWR,DFW,Newark-NJ,Dallas-TX,3736,4692,25,1372,200610,18825633,11998822
SLC,CAK,Salt Lake City-UT,Akron-OH,79,122,1,1591,200507,1044845,700649
JFK,EWR,New York-NY,Newark-NJ,0,190,1,21,200210,37180170,18590085
MAF,AUS,Midland-TX,Austin-TX,205,366,3,290,199908,118490,1146050
DCA,EWR,Washington-DC,Newark-NJ,70,204,2,199,199311,8575206,17013259
BKX,PIR,Brookings-SD,Pierre-SD,7,19,1,172,200710,29517,19737
ELP,AUS,El Paso-TX,Austin-TX,449,610,5,525,199207,624906,901055
LAS,TUS,Las Vegas-NV,Tucson-AZ,107,122,1,365,199602,1044023,766853
ORD,ALB,Chicago-IL,Albany-NY,52,108,1,723,199309,16876600,826194
LAN,DTW,Lansing-MI,Detroit-MI,1651,2340,30,74,199211,439773,8653794
MIA,ATL,Miami-FL,Atlanta-GA,29754,37135,192,595,200606,10933486,5119641
SFO,ADM,San Francisco-CA,Ardmore-OK,0,0,1,1435,200710,8404372,56349
EWR,DTW,Newark-NJ,Detroit-MI,2561,3193,31,487,199708,17264316,8934802
ATL,BUF,Atlanta-GA,Buffalo-NY,3514,4384,32,712,200911,5475213,1123804
ANC,ORD,Anchorage-AK,Chicago-IL,0,0,13,2846,200208,332703,18490270
BPT,DFW,Beaumont-TX,Dallas-TX,1452,3510,117,270,199604,373869,8994450
RDU,ATL,Raleigh-NC,Atlanta-GA,77,138,1,356,200102,835602,4432950
GSP,ATL,Greenville-SC,Atlanta-GA,158,214,2,154,199707,516534,3756986
BUF,ATL,Buffalo-NY,Atlanta-GA,3007,5850,50,712,200109,1163528,4432950
CVG,EWR,Cincinnati-OH,Newark-NJ,421,2041,19,569,199302,1909662,17013259
ALB,ORD,Albany-NY,Chicago-IL,1803,2244,16,723,200512,846357,18724160
SHV,DFW,Shreveport-LA,Dallas-TX,2982,6974,109,190,199508,361143,8787062
IAD,BOS,Washington-DC,Boston-MA,4981,5555,55,413,199606,8857302,8407438
LGA,ATL,New York-NY,Atlanta-GA,10629,14405,79,761,199909,34863448,3988728
LAR,ORD,Laramie-WY,Chicago-IL,26,50,1,919,200511,32610,18724160
JFK,BOS,New York-NY,Boston-MA,2940,4028,53,187,200812,37937002,9089410
CMH,DFW,Columbus-OH,Dallas-TX,1077,1450,29,927,200701,1759348,12313304
DTW,DFW,Detroit-MI,Dallas-TX,64,88,2,987,200401,8996622,11379964
DFW,EWR,Dallas-TX,Newark-NJ,288,372,3,1372,200210,10953156,18590085
RDU,ATL,Raleigh-NC,Atlanta-GA,3694,6572,62,356,200004,804436,4281905
BWI,DTW,Baltimore-MD,Detroit-MI,128,156,2,408,199501,2462087,8837982
MEM,ORD,Memphis-TN,Chicago-IL,0,0,26,491,200807,1298529,19031272
CLT,AHN,Charlotte-NC,Athens-GA,515,969,51,162,200610,1583869,183113
MSP,ORD,Minneapolis-MN,Chicago-IL,840,2200,20,334,200001,2981616,18235464
BDL,ATL,Hartford-CT,Atlanta-GA,3809,4917,33,859,199709,1107010,3756986
DTW,MIA,Detroit-MI,Miami-FL,5041,6076,49,1145,200903,8806874,11094102
BNA,ATL,Nashville-TN,Atlanta-GA,0,143,1,214,200701,1524920,5267527
LAX,AUS,Los Angeles-CA,Austin-TX,4334,5934,46,1238,200112,25051472,1324426
ORD,DFW,Chicago-IL,Dallas-TX,1759,1980,30,802,200610,18797710,11998822
HOU,TUL,Houston-TX,Tulsa-OK,2893,4514,37,453,200204,4978638,874815
RIC,EWR,Richmond-VA,Newark-NJ,2354,4400,44,278,199712,1035353,17264316
MCO,BUF,Orlando-FL,Buffalo-NY,3295,3627,31,1011,200707,2034878,1125965
ORD,TUS,Chicago-IL,Tucson-AZ,351,520,5,1437,200211,18490270,886063
IAD,DTW,Washington-DC,Detroit-MI,4739,5850,117,383,200604,10530024,8969084
ORD,EWR,Chicago-IL,Newark-NJ,13458,17051,196,719,200305,18572324,18671320
CLE,EWR,Cleveland-OH,Newark-NJ,128,298,2,404,199505,2130938,17130692
EKO,AUS,Elko-NV,Austin-TX,95,122,1,1253,200301,44934,1382693
MCO,TOL,Orlando-FL,Toledo-OH,1908,3528,28,918,199802,1502837,651021
IND,MIA,Indianapolis-IN,Miami-FL,944,1130,8,1021,199503,1389955,8913928
MCO,BOS,Orlando-FL,Boston-MA,4546,6033,55,1121,199705,1464182,8460622
IND,ORD,Indianapolis-IN,Chicago-IL,154,163,1,177,199906,1456455,17655010
LNK,ORD,Lincoln-NE,Chicago-IL,150,198,3,466,200912,298012,19161134
PDX,ATL,Portland-OR,Atlanta-GA,51,254,1,2172,199202,1614266,3245141
ATL,MLU,Atlanta-GA,Monroe-LA,3976,5880,124,448,200308,4673146,170646
EWR,DFW,Newark-NJ,Dallas-TX,2452,3016,29,1372,199607,17190036,8994450
TPA,ATL,Tampa-FL,Atlanta-GA,1,107,1,406,199712,2225002,3756986
MEM,ATL,Memphis-TN,Atlanta-GA,0,0,36,332,200706,1290610,5267527
EWR,DTW,Newark-NJ,Detroit-MI,283,438,3,487,199102,16874842,8578382
ILN,FAR,Wilmington-OH,Fargo-ND,0,0,3,829,200403,41798,183730
EWR,DTW,Newark-NJ,Detroit-MI,125,156,2,487,199103,16874842,8578382
LBL,YUM,Liberal-KS,Yuma-AZ,0,0,2,831,200310,22688,169297
BOS,DFW,Boston-MA,Dallas-TX,123,145,1,1562,199409,8293684,8613622
TUL,ATL,Tulsa-OK,Atlanta-GA,1974,3852,36,674,199008,762784,3087755
TVC,DTW,Traverse City-MI,Detroit-MI,3482,4470,30,207,200208,136138,8972134
LAN,DTW,Lansing-MI,Detroit-MI,3335,8300,83,74,200209,453042,8972134
SPS,DFW,Wichita Falls-TX,Dallas-TX,104,170,1,113,200002,151584,10392376
RDU,MIA,Raleigh-NC,Miami-FL,4596,11998,80,700,199509,650034,8913928
LAX,DFW,Los Angeles-CA,Dallas-TX,2855,4440,30,1235,199106,22754058,8182938
DSM,ORD,Des Moines-IA,Chicago-IL,2922,3780,54,299,200403,511589,18664180
ATL,BOS,Atlanta-GA,Boston-MA,4134,5180,28,946,199007,3087755,8269386
LGA,DFW,New York-NY,Dallas-TX,5494,8584,58,1389,199212,33861848,8314270
ATL,BOS,Atlanta-GA,Boston-MA,6822,8456,28,946,199101,3163883,8227986
FLL,ATL,Fort Lauderdale-FL,Atlanta-GA,4594,7605,65,581,200609,5466743,5119641
TUL,ORD,Tulsa-OK,Chicago-IL,5348,8052,122,585,200608,892635,18797710
TPA,EWR,Tampa-FL,Newark-NJ,8036,10246,62,998,200306,2522780,18671320
MSP,MDW,Minneapolis-MN,Chicago-IL,1251,2220,15,349,200602,3167666,18797710
PIT,BOS,Pittsburgh-PA,Boston-MA,2417,3840,32,496,200307,2400193,8916374
BZN,DTW,Bozeman-MT,Detroit-MI,373,592,4,1401,200102,70196,8958464
