Origin,Destination,OriginCity,DestinationCity,Passengers,Seats,Flights,Distance,FlyDate,OriginPopulation,DestinationPopulation
TUL,DAL,Tulsa-OK,Dallas-TX,8496,12810,105,237,199703,819477,9231044
LAS,ATL,Las Vegas-NV,Atlanta-GA,105,148,1,1747,199312,877917,3339551
ORD,ALB,Chicago-IL,Albany-NY,106,216,2,723,199211,16720340,823094
OMA,ATL,Omaha-NE,Atlanta-GA,78,142,1,821,199805,742096,3872031
BGR,BOS,Bangor-ME,Boston-MA,197,220,5,201,200208,146249,8918022
LRD,YIP,Laredo-TX,Detroit-MI,0,0,1,1353,199906,193180,8962394
GCK,RSN,Garden City-KS,Ruston-LA,27,30,1,591,200901,42074,58349
PIT,ORD,Pittsburgh-PA,Chicago-IL,1063,2160,15,412,199907,2404337,17655010
MSP,FAR,Minneapolis-MN,Fargo-ND,1165,1736,14,223,200804,3237612,195948
IAD,OMA,Washington-DC,Omaha-NE,180,184,1,988,200810,10755872,839265
CVG,EWR,Cincinnati-OH,Newark-NJ,1086,2030,29,569,200309,2066256,18671320
TYR,DFW,Tyler-TX,Dallas-TX,21,44,1,103,200510,189910,11632814
SNA,DFW,Santa Ana-CA,Dallas-TX,155,188,1,1205,200910,12874797,12895230
SYR,BOS,Syracuse-NY,Boston-MA,1201,2720,80,264,199306,670688,8260582
PBI,TPA,West Palm Beach-FL,Tampa-FL,4165,8622,63,174,200809,5501752,2730007
DSM,PIA,Des Moines-IA,Peoria-IL,0,0,8,216,200412,511589,366024
BWI,DAY,Baltimore-MD,Dayton-OH,1,97,1,406,199901,2491254,857208
MSP,FAR,Minneapolis-MN,Fargo-ND,6275,9636,66,223,199506,2725644,163601
SFO,ORD,San Francisco-CA,Chicago-IL,7222,8496,59,1846,199607,7772198,17287860
ILN,OMA,Wilmington-OH,Omaha-NE,0,0,17,646,200406,41798,800459
MSP,DFW,Minneapolis-MN,Dallas-TX,4679,6200,50,852,200801,3237612,12602170
ORD,EWR,Chicago-IL,Newark-NJ,7699,10192,84,719,200512,18724160,18798114
BNA,MDW,Nashville-TN,Chicago-IL,8495,12741,93,395,199406,1135689,17018756
TPA,CAK,Tampa-FL,Akron-OH,3274,3510,30,894,200808,2730007,699954
SLC,RNO,Salt Lake City-UT,Reno-NV,4044,4650,31,422,200007,972653,344808
EUG,AUS,Eugene-OR,Austin-TX,79,150,1,1694,200303,330447,1382693
DTW,RNO,Detroit-MI,Reno-NV,3266,6084,52,1903,199709,8934802,309197
JFK,BOS,New York-NY,Boston-MA,0,215,1,187,200105,36980058,8886620
PVD,ORD,Providence-RI,Chicago-IL,121,126,1,849,199910,1511077,17655010
DTW,ALB,Detroit-MI,Albany-NY,98,148,1,488,200904,8806874,857592
DFW,TUS,Dallas-TX,Tucson-AZ,13446,18447,143,813,200304,11164066,903320
CLE,ORD,Cleveland-OH,Chicago-IL,2517,3266,71,316,199612,2130821,17287860
JFK,DTW,New York-NY,Detroit-MI,48,50,1,508,200201,37180170,8972134
DFW,TPA,Dallas-TX,Tampa-FL,128,145,1,929,199404,8613622,2154044
RDU,ORD,Raleigh-NC,Chicago-IL,6031,7500,50,647,199004,548230,16395048
BHM,TPA,Birmingham-AL,Tampa-FL,137,137,1,460,200112,1060335,2442189
BNA,ATL,Nashville-TN,Atlanta-GA,0,0,1,214,200709,1524920,5267527
LAS,RNO,Las Vegas-NV,Reno-NV,11077,16940,121,345,199411,938611,285459
STL,DTW,St. Louis-MO,Detroit-MI,6356,9150,75,440,199806,2655631,8944948
SPI,ORD,Springfield-IL,Chicago-IL,35,72,2,174,199312,199396,16876600
BOS,EWR,Boston-MA,Newark-NJ,962,1858,16,200,199503,8357434,17130692
SYR,BOS,Syracuse-NY,Boston-MA,621,931,49,264,199412,668078,8293684
ABQ,DAL,Albuquerque-NM,Dallas-TX,4038,4758,38,580,199006,601893,8019250
GRR,ORD,Grand Rapids-MI,Chicago-IL,569,1284,12,137,200809,776505,19031272
CMH,ORD,Columbus-OH,Chicago-IL,5241,6000,50,296,200607,1737170,18797710
PVD,DTW,Providence-RI,Detroit-MI,453,560,5,614,199704,1501497,8934802
DCA,BOS,Washington-DC,Boston-MA,3628,4921,133,399,200605,10530024,8946954
JNU,JNU,Juneau-AK,Juneau-AK,9,9,3,0,200407,30978,30978
ATL,ORD,Atlanta-GA,Chicago-IL,141,142,1,606,199104,3163883,16550288
YIP,ADS,Detroit-MI,Dallas-TX,0,0,2,968,200307,8985512,11164066
JAN,ATL,Jackson-MS,Atlanta-GA,6039,8662,61,341,199103,451001,3163883
CLE,ORD,Cleveland-OH,Chicago-IL,4515,7320,60,316,200801,2094051,19031272
MEM,ORD,Memphis-TN,Chicago-IL,107,126,1,491,199608,1137519,17287860
CVG,DTW,Cincinnati-OH,Detroit-MI,2041,4544,32,229,199710,1964172,8934802
LAS,ORD,Las Vegas-NV,Chicago-IL,14583,15980,85,1515,200503,1708846,18724160
LAS,FAT,Las Vegas-NV,Fresno-CA,2237,2550,17,258,200811,1879093,903133
TPA,ATL,Tampa-FL,Atlanta-GA,11479,14391,123,406,200610,2684639,5119641
MCI,DTW,Kansas City-MO,Detroit-MI,209,438,3,630,199301,1694575,8711888
PWM,ALB,Portland-ME,Albany-NY,0,0,0,187,200212,500966,833752
IND,EWR,Indianapolis-IN,Newark-NJ,2112,2976,24,644,200006,1531156,18352743
PIT,EWR,Pittsburgh-PA,Newark-NJ,3757,6552,52,319,199711,2432761,17264316
LAS,RNO,Las Vegas-NV,Reno-NV,418,732,6,345,199007,754581,258859
SYR,ORD,Syracuse-NY,Chicago-IL,1473,1650,33,607,200406,649089,18664180
LAS,BOS,Las Vegas-NV,Boston-MA,3860,6810,27,2381,200009,1393370,8805222
RDU,EWR,Raleigh-NC,Newark-NJ,297,660,15,416,200501,953157,18798114
LNK,ORD,Lincoln-NE,Chicago-IL,308,352,4,466,200305,278417,18572324
MSP,CWA,Minneapolis-MN,Wausau-WI,2755,4590,135,175,199907,2872109,123584
MSY,EWR,New Orleans-LA,Newark-NJ,10861,14720,115,1167,199605,1287349,17190036
LAS,MIA,Las Vegas-NV,Miami-FL,3657,4650,31,2175,200406,1646875,10725356
MIA,ORD,Miami-FL,Chicago-IL,6346,7998,62,1197,200007,10051612,18235464
ORD,EWR,Chicago-IL,Newark-NJ,13554,17321,122,719,199208,16720340,16930924
OKC,DFW,Oklahoma City-OK,Dallas-TX,146,149,1,175,200102,1107695,10709246
CLE,BOS,Cleveland-OH,Boston-MA,3021,5084,41,563,200311,2136026,8916374
IAD,EWR,Washington-DC,Newark-NJ,4623,6200,124,213,200501,10458534,18798114
DFW,PUB,Dallas-TX,Pueblo-CO,37,162,1,561,200911,12895230,157224
ORD,OMA,Chicago-IL,Omaha-NE,1347,1920,16,416,200306,18572324,790535
CLT,CAK,Charlotte-NC,Akron-OH,2391,3536,52,394,199204,1065787,668896
ATL,AGS,Atlanta-GA,Augusta-GA,1417,1540,22,143,200206,4555490,506413
FLL,BOS,Fort Lauderdale-FL,Boston-MA,6125,7242,51,1237,200807,5501752,9089410
TYS,ORD,Knoxville-TN,Chicago-IL,1847,2898,23,475,199906,606304,17655010
MCO,CAK,Orlando-FL,Akron-OH,44,50,1,860,200609,1999994,700013
AUS,DFW,Austin-TX,Dallas-TX,112,158,1,190,200206,1353176,10953156
BNA,DFW,Nashville-TN,Dallas-TX,1375,3196,17,631,199712,1209809,9231044
CVG,TOL,Cincinnati-OH,Toledo-OH,1346,1984,62,181,200210,2050030,666252
MDW,DTW,Chicago-IL,Detroit-MI,7601,13200,132,229,199410,17018756,8761684
XNA,DFW,Fayetteville-AR,Dallas-TX,229,259,7,281,200403,397168,11379964
SYR,ORD,Syracuse-NY,Chicago-IL,6577,11997,93,607,200203,648854,18490270
ROA,ATL,Roanoke-VA,Atlanta-GA,1202,3050,61,357,200407,290386,4802300
PIT,BOS,Pittsburgh-PA,Boston-MA,125,126,1,496,199809,2418452,8506878
PHL,ORD,Philadelphia-PA,Chicago-IL,2906,3142,29,678,200606,11761824,18797710
DAY,CAK,Dayton-OH,Akron-OH,12,19,1,162,199612,860650,685074
BOS,MIA,Boston-MA,Miami-FL,33,151,1,1258,199012,8269386,8149380
PIA,ORD,Peoria-IL,Chicago-IL,127,256,4,130,199605,365196,17287860
HOU,AUS,Houston-TX,Austin-TX,8277,15207,111,152,199408,4127013,964803
MKE,EWR,Milwaukee-WI,Newark-NJ,65,222,6,725,200806,1550451,18968501
PHL,ORD,Philadelphia-PA,Chicago-IL,7875,10540,85,678,200901,11936504,19161134
CMH,TPA,Columbus-OH,Tampa-FL,4272,7259,61,829,200201,1659344,2483575
STL,TOL,St. Louis-MO,Toledo-OH,0,0,18,399,200606,2791682,673647
FLL,EWR,Fort Lauderdale-FL,Newark-NJ,180,208,2,1065,199708,4623697,17264316
IAH,EWR,Houston-TX,Newark-NJ,1881,2928,16,1400,199712,4351339,17264316
MOB,DFW,Mobile-AL,Dallas-TX,2311,3976,28,539,199006,379163,8019250
PHL,BOS,Philadelphia-PA,Boston-MA,689,4512,12,280,199302,10961072,8260582
ATL,ORD,Atlanta-GA,Chicago-IL,549,651,3,606,199611,3652439,17287860
ATL,EWR,Atlanta-GA,Newark-NJ,448,504,2,745,200603,5119641,18825633
DFW,LAW,Dallas-TX,Lawton-OK,1670,5130,171,140,199410,8613622,113272
HOU,DTW,Houston-TX,Detroit-MI,5638,7900,79,1093,199306,4058868,8711888
LAX,DFW,Los Angeles-CA,Dallas-TX,0,0,16,1235,199901,24181874,9703564
ATL,MCN,Atlanta-GA,Macon-GA,1458,2220,74,79,200210,4555490,224432
JFK,BOS,New York-NY,Boston-MA,2938,5590,31,187,199505,34261384,8357434
JAX,DFW,Jacksonville-FL,Dallas-TX,2531,5097,28,919,199810,1064764,9475022
AUS,ATL,Austin-TX,Atlanta-GA,143,150,1,813,200706,1594525,5267527
SEA,DTW,Seattle-WA,Detroit-MI,7732,11436,63,1927,200201,6243790,8972134
DCA,DAY,Washington-DC,Dayton-OH,102,200,4,391,200301,10172752,845508
ILN,ORD,Wilmington-OH,Chicago-IL,0,0,10,272,200508,42063,18724160
ATL,TOL,Atlanta-GA,Toledo-OH,0,0,14,549,200905,5475213,672220
IAH,MIA,Houston-TX,Miami-FL,0,0,4,964,200301,5084017,10561342
MEM,ATL,Memphis-TN,Atlanta-GA,102,128,1,332,199202,1090672,3245141
JFK,ORD,New York-NY,Chicago-IL,8361,10800,108,740,200911,38139592,19161134
BFI,TOL,Seattle-WA,Toledo-OH,0,0,14,1923,200911,6815696,672220
MSP,BJI,Minneapolis-MN,Bemidji-MN,2267,4046,119,199,200310,3078253,41620
ATL,AFW,Atlanta-GA,Dallas-TX,0,0,18,747,200804,5385586,12602170
JAN,DFW,Jackson-MS,Dallas-TX,3245,4619,31,408,199705,479379,9231044
STL,MIA,St. Louis-MO,Miami-FL,2225,3234,33,1068,199612,2642938,9086872
SMF,MDW,Sacramento-CA,Chicago-IL,5331,6439,47,1790,200809,2101138,19031272
JAX,ATL,Jacksonville-FL,Atlanta-GA,205,241,1,270,200707,1301097,5267527
AVL,OMA,Asheville-NC,Omaha-NE,99,120,1,829,200308,381906,790535
AUS,DAL,Austin-TX,Dallas-TX,11405,17536,128,183,199406,964803,8613622
MSP,RNO,Minneapolis-MN,Reno-NV,4098,4588,31,1406,200407,3106569,385049
DFW,AUS,Dallas-TX,Austin-TX,9622,10904,58,183,199711,9231044,1067953
SLC,ATL,Salt Lake City-UT,Atlanta-GA,12463,16630,91,1589,200305,1016377,4673146
DFW,ATL,Dallas-TX,Atlanta-GA,11398,16218,107,732,200712,12313304,5267527
BWI,MDW,Baltimore-MD,Chicago-IL,1133,2466,18,611,199412,2452318,17018756
MCO,DFW,Orlando-FL,Dallas-TX,525,540,3,984,199805,1502837,9475022
PDX,ATL,Portland-OR,Atlanta-GA,3565,4488,22,2172,199709,1800340,3756986
EKO,SLE,Elko-NV,Salem-OR,113,133,1,462,199403,41668,306772
XNA,MIA,Fayetteville-AR,Miami-FL,727,1320,30,1100,200710,444133,10930366
SBA,DFW,Santa Barbara-CA,Dallas-TX,2202,4118,29,1315,199106,374051,8182938
DSM,ORD,Des Moines-IA,Chicago-IL,2624,5076,27,299,199503,447657,17155070
RIC,ORD,Richmond-VA,Chicago-IL,2793,3700,74,642,200605,1195634,18797710
DHN,ATL,Dothan-AL,Atlanta-GA,1856,3300,50,171,200611,137835,5119641
GPT,TUS,Gulfport-MS,Tucson-AZ,66,120,1,1297,200903,238772,1020200
GGG,TYR,Longview-TX,Tyler-TX,176,1440,48,40,199504,189487,161410
BTR,DFW,Baton Rouge-LA,Dallas-TX,1384,2100,30,383,200409,725570,11379964
DFW,TYR,Dallas-TX,Tyler-TX,463,1275,85,103,199409,8613622,159193
BOS,EWR,Boston-MA,Newark-NJ,2488,3478,37,200,199104,8227986,16874842
PIT,EWR,Pittsburgh-PA,Newark-NJ,93,103,1,319,199003,2468674,16868983
OKC,ACT,Oklahoma City-OK,Waco-TX,32,50,1,262,200801,1207519,230849
OAK,DFW,Oakland-CA,Dallas-TX,101,142,1,1456,199806,3998233,9475022
DFW,BOS,Dallas-TX,Boston-MA,3867,4609,31,1562,199606,8994450,8407438
SNA,FAT,Santa Ana-CA,Fresno-CA,1022,2014,106,238,199207,11505204,703846
HNL,DFW,Honolulu-HI,Dallas-TX,8473,9145,31,3784,199803,871768,9475022
CVG,ORD,Cincinnati-OH,Chicago-IL,1353,1914,29,264,200601,2122711,18797710
ATL,BUF,Atlanta-GA,Buffalo-NY,514,608,8,712,200806,5385586,1124055
MCO,MOB,Orlando-FL,Mobile-AL,484,962,26,444,200507,1939766,398369
DAL,ATL,Dallas-TX,Atlanta-GA,90,200,5,721,200109,10709246,4432950
MSP,BOS,Minneapolis-MN,Boston-MA,6925,8791,59,1124,200104,3024111,8886620
SAN,RNO,San Diego-CA,Reno-NV,110,122,1,488,200908,3053793,419261
CID,ORD,Cedar Rapids-IA,Chicago-IL,416,704,11,196,199506,223770,17155070
IND,ORD,Indianapolis-IN,Chicago-IL,0,0,16,177,200505,1645027,18724160
MSP,ALB,Minneapolis-MN,Albany-NY,2916,4336,92,979,200403,3106569,843928
AUS,AFW,Austin-TX,Dallas-TX,0,0,47,193,200609,1528958,11998822
MCO,BOS,Orlando-FL,Boston-MA,15726,19188,123,1121,200601,1999994,8946954
MKE,CWA,Milwaukee-WI,Wausau-WI,0,0,5,154,200912,1559667,131612
DFW,TYR,Dallas-TX,Tyler-TX,0,0,0,103,199607,8994450,163625
MIA,ATL,Miami-FL,Atlanta-GA,454,1261,13,595,199101,8312530,3163883
FWA,TOL,Fort Wayne-IN,Toledo-OH,1926,4260,30,84,199701,368555,651165
SAT,LRD,San Antonio-TX,Laredo-TX,16,519,3,148,200806,2030691,235937
SLC,ORD,Salt Lake City-UT,Chicago-IL,122,124,1,1249,199509,867700,17155070
LGA,ATL,New York-NY,Atlanta-GA,11880,16221,109,761,199903,34863448,3988728
BNA,AUS,Nashville-TN,Austin-TX,122,122,1,753,200306,1386743,1382693
CLE,BOS,Cleveland-OH,Boston-MA,403,520,5,563,200205,2140552,8918022
DCA,BUF,Washington-DC,Buffalo-NY,95,95,1,296,199806,9079986,1151490
MDW,DET,Chicago-IL,Detroit-MI,9009,18084,132,248,199303,16876600,8711888
PBI,ATL,West Palm Beach-FL,Atlanta-GA,24634,28244,112,545,200004,5025806,4281905
CLE,ATL,Cleveland-OH,Atlanta-GA,3393,4118,29,554,200806,2094051,5385586
ABQ,ATL,Albuquerque-NM,Atlanta-GA,5689,8288,56,1269,200302,766154,4673146
MEM,AUS,Memphis-TN,Austin-TX,91,100,1,559,200605,1280666,1528958
JFK,MDW,New York-NY,Chicago-IL,10671,14186,82,732,199904,34863448,17655010
PIT,ATL,Pittsburgh-PA,Atlanta-GA,3464,4556,36,526,199606,2447532,3652439
LAS,ATL,Las Vegas-NV,Atlanta-GA,4004,4800,32,1747,200603,1778129,5119641
LAS,RNO,Las Vegas-NV,Reno-NV,23769,32606,238,345,199812,1161259,315959
ELP,DAY,El Paso-TX,Dayton-OH,0,0,1,1358,200409,702433,845594
IAH,ORD,Houston-TX,Chicago-IL,2276,3276,26,925,199910,4540138,17655010
ORD,TOL,Chicago-IL,Toledo-OH,2667,3850,77,214,200503,18724160,673162
EWR,BOS,Newark-NJ,Boston-MA,17,18,1,200,200710,18901167,9007842
LGA,BUF,New York-NY,Buffalo-NY,7325,11136,87,292,199208,33861848,1191586
PHX,EWR,Phoenix-AZ,Newark-NJ,7627,10832,57,2133,199802,2930726,17341505
JFK,ORD,New York-NY,Chicago-IL,548,728,4,740,200006,36705486,18235464
MSN,ORD,Madison-WI,Chicago-IL,1191,2346,51,109,199204,453533,16720340
ABE,ATL,Allentown-PA,Atlanta-GA,4646,8418,61,692,199312,702512,3339551
BOS,BGR,Boston-MA,Bangor-ME,1454,2400,48,201,200810,9089410,149268
GEG,ORD,Spokane-WA,Chicago-IL,1811,3328,26,1498,199006,362886,16395048
RDU,TPA,Raleigh-NC,Tampa-FL,49,244,2,587,199909,743402,2278169
STL,AUS,St. Louis-MO,Austin-TX,1334,1550,31,722,200810,2818688,1654100
MSN,DTW,Madison-WI,Detroit-MI,1770,2688,24,312,199203,453533,8653794
DTW,BUF,Detroit-MI,Buffalo-NY,1345,1612,13,240,200708,8913164,1125965
FLO,ATL,Florence-SC,Atlanta-GA,99,198,3,273,199709,190095,3756986
BDL,BOS,Hartford-CT,Boston-MA,0,0,1,91,200412,1175284,8912958
IAD,ATL,Washington-DC,Atlanta-GA,390,428,4,533,199802,9079986,3872031
LIT,DTW,Little Rock-AR,Detroit-MI,2313,3732,81,705,200502,645679,8988796
SAN,DFW,San Diego-CA,Dallas-TX,27913,33024,256,1171,200405,2935672,11379964
BDL,ALB,Hartford-CT,Albany-NY,0,0,4,80,200209,1165667,833752
IND,MIA,Indianapolis-IN,Miami-FL,4018,5425,31,1021,200403,1622935,10725356
LAS,EWR,Las Vegas-NV,Newark-NJ,2371,2730,13,2227,200312,1572924,18671320
ORD,TOL,Chicago-IL,Toledo-OH,3774,6300,126,214,200009,18235464,659224
TPA,EWR,Tampa-FL,Newark-NJ,546,745,5,998,199612,2195269,17190036
ATL,BOS,Atlanta-GA,Boston-MA,10171,10821,59,946,200707,5267527,9007842
MEM,EKO,Memphis-TN,Elko-NV,104,124,1,1459,199309,1101200,40259
CLE,EWR,Cleveland-OH,Newark-NJ,229,465,3,404,200110,2144528,18490029
LAN,DTW,Lansing-MI,Detroit-MI,3892,6200,62,74,200003,448543,8914942
AVP,DTW,Scranton-PA,Detroit-MI,1012,2142,48,398,200509,548529,8988796
BOS,EWR,Boston-MA,Newark-NJ,6285,10240,80,200,199601,8407438,17190036
SFO,ORD,San Francisco-CA,Chicago-IL,0,0,1,1846,200007,8273316,18235464
DCA,MIA,Washington-DC,Miami-FL,4862,9916,74,920,200306,10172752,10561342
SBN,ORD,South Bend-IN,Chicago-IL,2512,3200,64,84,200512,315730,18724160
PIT,ATL,Pittsburgh-PA,Atlanta-GA,3095,4250,85,526,200503,2372328,4947012
DAY,AUS,Dayton-OH,Austin-TX,0,0,1,1009,200306,845508,1382693
PIT,DTW,Pittsburgh-PA,Detroit-MI,1886,4635,45,201,199402,2471125,8761684
PDX,EUG,Portland-OR,Eugene-OR,0,0,1,106,200703,2163577,344812
SNA,AUS,Santa Ana-CA,Austin-TX,89,104,1,1205,200309,12717433,1382693
DCA,ATL,Washington-DC,Atlanta-GA,1740,2700,27,547,200308,10172752,4673146
RDU,EWR,Raleigh-NC,Newark-NJ,131,141,1,416,200011,804436,18352743
DTW,EWR,Detroit-MI,Newark-NJ,3285,5256,36,487,199307,8711888,17013259
ORD,FNT,Chicago-IL,Flint-MI,2828,3450,69,223,200612,18797710,437395
LAS,RNO,Las Vegas-NV,Reno-NV,77,113,1,345,199805,1161259,315959
CVG,ORD,Cincinnati-OH,Chicago-IL,1570,3379,31,264,199805,1978593,17529224
DFW,RNO,Dallas-TX,Reno-NV,4176,8550,57,1345,199811,9475022,315959
CLE,DTW,Cleveland-OH,Detroit-MI,3454,8100,270,95,199610,2130821,8912962
DTW,DFW,Detroit-MI,Dallas-TX,2830,5400,54,987,200105,8958464,10709246
TPA,DFW,Tampa-FL,Dallas-TX,168,188,1,929,200703,2711222,12313304
SFO,BOS,San Francisco-CA,Boston-MA,171,186,1,2704,200307,8306286,8916374
BOS,BUF,Boston-MA,Buffalo-NY,1298,1800,18,396,199808,8506878,1151490
CSG,ATL,Columbus-GA,Atlanta-GA,46,107,1,83,199512,278010,3548667
CLT,ORD,Charlotte-NC,Chicago-IL,832,1683,12,599,200203,1406699,18490270
MCI,HYS,Kansas City-MO,Hays-KS,352,494,26,247,200505,1958504,27080
MKE,ORD,Milwaukee-WI,Chicago-IL,78,98,1,67,199310,1457438,16876600
SFO,EWR,San Francisco-CA,Newark-NJ,4589,5220,30,2565,200108,8359256,18490029
JAC,ORD,Jackson-WY,Chicago-IL,1691,2433,13,1162,199804,19683,17529224
IAD,ATL,Washington-DC,Atlanta-GA,1146,5520,30,533,199810,9079986,3872031
MSP,OMA,Minneapolis-MN,Omaha-NE,3131,7792,53,282,199604,2760875,728169
LBB,ABI,Lubbock-TX,Abilene-TX,44,50,1,151,200306,259146,158053
PHX,TUS,Phoenix-AZ,Tucson-AZ,3856,10214,74,110,199105,2302011,676729
PHL,EWR,Philadelphia-PA,Newark-NJ,112,124,1,81,200305,11575576,18671320
MSP,FAR,Minneapolis-MN,Fargo-ND,161,312,4,223,199804,2830434,168410
IAD,EWR,Washington-DC,Newark-NJ,126,144,1,213,200412,10317048,18747431
PIT,BUF,Pittsburgh-PA,Buffalo-NY,2537,4032,28,186,200403,2387819,1148714
CVG,DFW,Cincinnati-OH,Dallas-TX,192,426,3,812,199203,1888933,8314270
ALB,ORD,Albany-NY,Chicago-IL,3151,3726,27,723,200305,839741,18572324
LAX,RNO,Los Angeles-CA,Reno-NV,2510,3276,28,390,199904,24181874,322804
CMH,ATL,Columbus-OH,Atlanta-GA,2508,5797,31,446,199201,1450699,3245141
MEM,BOS,Memphis-TN,Boston-MA,0,0,19,1139,200610,1280666,8946954
STL,ORD,St. Louis-MO,Chicago-IL,1408,1856,29,258,200412,2759153,18664180
MSP,DLH,Minneapolis-MN,Duluth-MN,685,1258,37,144,200009,2981616,275580
STL,EWR,St. Louis-MO,Newark-NJ,901,2000,40,872,200004,2701634,18352743
BTV,EWR,Burlington-VT,Newark-NJ,13,60,2,266,199707,191308,17264316
BTR,ATL,Baton Rouge-LA,Atlanta-GA,98,142,1,449,200412,725570,4802300
BOS,ORD,Boston-MA,Chicago-IL,118,216,2,867,199412,8293684,17018756
EVV,ATL,Evansville-IN,Atlanta-GA,3037,4800,160,350,200003,342992,4281905
BMI,ATL,Bloomington-IL,Atlanta-GA,6264,9945,85,533,200501,159374,4947012
ROC,DTW,Rochester-NY,Detroit-MI,129,375,3,296,200306,1039674,8985512
EYW,MIA,Key West-FL,Miami-FL,4051,9706,148,126,200409,77901,10725356
CLT,BOS,Charlotte-NC,Boston-MA,2631,3328,26,727,199204,1065787,8227058
MSP,PIR,Minneapolis-MN,Pierre-SD,31,68,2,350,199902,2872109,18348
MIA,BOS,Miami-FL,Boston-MA,3782,4025,29,1258,199811,9383038,8506878
HNL,ORD,Honolulu-HI,Chicago-IL,6848,8923,31,4243,199212,857884,16720340
MSN,ORD,Madison-WI,Chicago-IL,804,1452,33,109,200201,519570,18490270
IAD,EWR,Washington-DC,Newark-NJ,82,128,1,213,199407,8673930,17072218
LFT,ATL,Lafayette-LA,Atlanta-GA,13,60,2,503,199705,230984,3756986
RDU,DTW,Raleigh-NC,Detroit-MI,61,156,2,501,199506,650034,8837982
ANC,ORD,Anchorage-AK,Chicago-IL,0,0,10,2846,200510,351851,18724160
BNA,EWR,Nashville-TN,Newark-NJ,75,248,2,748,200204,1363834,18590085
SLC,DAL,Salt Lake City-UT,Dallas-TX,32,59,1,999,200611,1072748,11998822
FLL,DFW,Fort Lauderdale-FL,Dallas-TX,5196,5580,31,1119,200507,5443159,11632814
DCA,DAY,Washington-DC,Dayton-OH,997,2500,25,391,199907,9231820,857208
LAX,RNO,Los Angeles-CA,Reno-NV,307,411,3,390,200204,25269954,365239
BTV,ORD,Burlington-VT,Chicago-IL,1736,2046,31,763,200809,207028,19031272
ILN,BOS,Wilmington-OH,Boston-MA,0,0,36,700,200704,42990,9007842
FYV,DFW,Fayetteville-AR,Dallas-TX,4233,6529,204,270,199302,267800,8450926
PIT,ORD,Pittsburgh-PA,Chicago-IL,2310,3964,36,412,199602,2447532,17287860
FWA,ORD,Fort Wayne-IN,Chicago-IL,456,924,21,157,200211,396060,18490270
BTR,MOB,Baton Rouge-LA,Mobile-AL,1423,4260,30,174,199909,678302,399652
DTW,EWR,Detroit-MI,Newark-NJ,1426,2200,22,487,199402,8761684,17072218
JAN,ATL,Jackson-MS,Atlanta-GA,868,1680,56,341,199510,468631,3548667
DCA,BOS,Washington-DC,Boston-MA,1656,4260,30,399,199108,8369110,8227986
DAY,ORD,Dayton-OH,Chicago-IL,5437,6150,123,240,200406,845594,18664180
DFW,MDW,Dallas-TX,Chicago-IL,72,232,1,797,200510,11632814,18724160
CLT,DFW,Charlotte-NC,Dallas-TX,8806,14964,116,937,200210,1406699,10953156
ACY,BOS,Atlantic City-NJ,Boston-MA,20,103,1,274,199203,229053,8227058
DCA,ATL,Washington-DC,Atlanta-GA,441,3050,25,547,199203,8474182,3245141
RDU,EWR,Raleigh-NC,Newark-NJ,73,146,1,416,199109,564631,16874842
LBB,DFW,Lubbock-TX,Dallas-TX,6480,10688,167,282,199503,238316,8787062
HOU,ATL,Houston-TX,Atlanta-GA,12676,17784,152,696,200309,5084017,4673146
PIT,DTW,Pittsburgh-PA,Detroit-MI,836,2750,25,201,199408,2471125,8761684
ATL,ATL,Atlanta-GA,Atlanta-GA,68,100,2,0,200512,4947012,4947012
BOS,MIA,Boston-MA,Miami-FL,25206,27448,146,1258,200611,8946954,10933486
IAD,BOS,Washington-DC,Boston-MA,10561,21100,211,413,200007,9642062,8805222
CLT,BUF,Charlotte-NC,Buffalo-NY,141,150,3,546,200601,1583869,1130913
ILN,TPA,Wilmington-OH,Tampa-FL,0,0,1,798,200312,41441,2522780
EWR,ORD,Newark-NJ,Chicago-IL,1033,1522,14,719,200901,19069796,19161134
SFO,ATL,San Francisco-CA,Atlanta-GA,14718,15964,64,2139,200911,8635706,5475213
RDU,EWR,Raleigh-NC,Newark-NJ,1331,1750,35,416,200203,863488,18590085
MCO,ALB,Orlando-FL,Albany-NY,10250,11919,87,1073,200607,1999994,850541
CAE,ATL,Columbia-SC,Atlanta-GA,1657,1890,27,191,200307,673209,4673146
LAN,MDW,Lansing-MI,Chicago-IL,75,100,2,176,200801,454605,19031272
SMF,RDM,Sacramento-CA,Bend-OR,64,69,1,384,199912,1741002,110810
IAH,BOS,Houston-TX,Boston-MA,12742,15478,98,1597,200911,5867489,9177360
MDW,DTW,Chicago-IL,Detroit-MI,15771,26030,190,229,200308,18572324,8985512
OMA,MDW,Omaha-NE,Chicago-IL,2167,6302,46,423,200201,782384,18490270
RIC,ATL,Richmond-VA,Atlanta-GA,5632,10260,102,481,199009,953666,3087755
CMH,ATL,Columbus-OH,Atlanta-GA,2494,5231,29,446,199509,1499793,3548667
RDU,ATL,Raleigh-NC,Atlanta-GA,1984,3038,31,356,199105,564631,3163883
CMH,DTW,Columbus-OH,Detroit-MI,54,78,1,155,200405,1696238,8996622
IAD,MDW,Washington-DC,Chicago-IL,100,173,1,577,200102,9854548,18385002
IAH,ORD,Houston-TX,Chicago-IL,3844,7410,57,925,199006,3789490,16395048
