Origin,Destination,OriginCity,DestinationCity,Passengers,Seats,Flights,Distance,FlyDate,OriginPopulation,DestinationPopulation
PIT,MWA,Pittsburgh-PA,Marion-IL,52,100,1,508,199806,2418452,61348
RDU,BUF,Raleigh-NC,Buffalo-NY,2712,3303,28,487,199207,582329,1191586
RIC,EWR,Richmond-VA,Newark-NJ,61,104,1,278,199708,1035353,17264316
MCI,CAK,Kansas City-MO,Akron-OH,27,50,1,712,199812,1795891,687989
IAD,BOS,Washington-DC,Boston-MA,120,120,1,413,200308,10172752,8916374
EWR,TPA,Newark-NJ,Tampa-FL,92,94,1,998,199209,16930924,2113572
AVL,ATL,Asheville-NC,Atlanta-GA,4739,10362,157,164,200304,381906,4673146
ABY,MCN,Albany-GA,Macon-GA,24,60,2,154,199402,151986,214218
PNS,ATL,Pensacola-FL,Atlanta-GA,49,50,1,272,200910,455102,5475213
OSH,YIP,Oshkosh-WI,Detroit-MI,0,0,1,281,200509,159536,8988796
ACT,EKO,Waco-TX,Elko-NV,115,122,1,1212,200112,215561,46622
PNS,MOB,Pensacola-FL,Mobile-AL,270,415,5,64,199007,345479,379163
DFW,MDW,Dallas-TX,Chicago-IL,98,123,1,797,199003,8019250,16395048
CLE,ORD,Cleveland-OH,Chicago-IL,83,108,1,316,199912,2117837,17655010
DFW,WDG,Dallas-TX,Enid-OK,99,494,26,244,200410,11379964,57169
BTR,DFW,Baton Rouge-LA,Dallas-TX,9709,10692,243,383,200805,779340,12602170
PDX,EWR,Portland-OR,Newark-NJ,124,124,1,2433,200408,2052776,18747431
LAS,ORD,Las Vegas-NV,Chicago-IL,27224,31476,202,1515,200611,1778129,18797710
PIT,UCA,Pittsburgh-PA,Utica-NY,772,1311,69,310,199508,2460192,307552
BTV,ATL,Burlington-VT,Atlanta-GA,29,40,1,960,200609,205515,5119641
MSY,DTW,New Orleans-LA,Detroit-MI,83,125,1,926,200609,987535,8969084
JFK,ATL,New York-NY,Atlanta-GA,0,0,1,760,200309,37342640,4673146
MKE,DAY,Milwaukee-WI,Dayton-OH,0,50,1,284,200702,1544818,839563
DBQ,ORD,Dubuque-IA,Chicago-IL,95,148,4,147,200008,89232,18235464
AGS,TPA,Augusta-GA,Tampa-FL,47,119,1,373,200012,500235,2404273
HOU,DAY,Houston-TX,Dayton-OH,63,100,1,945,199505,4191632,861142
OGG,ORD,Kahului-HI,Chicago-IL,875,1069,5,4184,200609,140407,18797710
ATL,AUS,Atlanta-GA,Austin-TX,87,124,1,813,200512,4947012,1464309
TCL,AHN,Tuscaloosa-AL,Athens-GA,23,50,3,252,200701,206189,186710
OGG,DFW,Kahului-HI,Dallas-TX,6578,6913,31,3711,200808,144378,12602170
CLE,MDW,Cleveland-OH,Chicago-IL,1896,4026,33,307,199601,2130821,17287860
MEI,ATL,Meridian-MS,Atlanta-GA,1197,2550,51,267,200802,105851,5385586
LAS,AUS,Las Vegas-NV,Austin-TX,3845,6028,44,1085,200112,1456549,1324426
BTR,MOB,Baton Rouge-LA,Mobile-AL,1040,2469,17,174,199312,649375,393816
ILN,FAR,Wilmington-OH,Fargo-ND,0,0,2,829,200506,42063,185854
PBI,EWR,West Palm Beach-FL,Newark-NJ,230,248,2,1024,200612,5466743,18825633
SEA,HLN,Seattle-WA,Helena-MT,53,70,1,491,200306,6277876,67196
EVV,ORD,Evansville-IN,Chicago-IL,27,72,2,273,199111,326235,16550288
MIA,MDW,Miami-FL,Chicago-IL,29,66,1,1182,200512,10886318,18724160
MCI,TUL,Kansas City-MO,Tulsa-OK,2340,3538,29,223,200111,1865245,867707
DFW,AUS,Dallas-TX,Austin-TX,69,149,1,183,200105,10709246,1324426
AUS,ORD,Austin-TX,Chicago-IL,75,147,1,972,199107,874516,16550288
DTW,DAY,Detroit-MI,Dayton-OH,26,112,1,166,199501,8837982,861142
MSO,BZN,Missoula-MT,Bozeman-MT,702,4470,30,160,199003,78936,50759
AZA,DAL,Phoenix-AZ,Dallas-TX,97,150,1,859,200809,4287323,12602170
SLC,CWA,Salt Lake City-UT,Wausau-WI,124,124,1,1163,199302,833385,119479
LRD,YIP,Laredo-TX,Detroit-MI,0,0,1,1353,200607,225985,8969084
MSY,BFM,New Orleans-LA,Mobile-AL,0,0,1,138,200111,1311131,400094
AUS,EKO,Austin-TX,Elko-NV,92,140,1,1247,199402,964803,41668
SFO,MDW,San Francisco-CA,Chicago-IL,863,1233,9,1855,200903,8635706,19161134
ANC,ORD,Anchorage-AK,Chicago-IL,0,0,1,2846,200706,360908,18903872
MVN,YIP,Mount Vernon-IL,Detroit-MI,0,0,1,390,200003,48657,8914942
MKE,CWA,Milwaukee-WI,Wausau-WI,1368,2014,106,154,200607,1540301,128834
STL,MIA,St. Louis-MO,Miami-FL,195,214,2,1068,199511,2634959,8913928
SLC,AUS,Salt Lake City-UT,Austin-TX,119,119,1,1078,199109,790507,874516
ATL,BOS,Atlanta-GA,Boston-MA,0,278,1,946,200504,4947012,8917782
ATL,ALB,Atlanta-GA,Albany-NY,0,50,1,852,200912,5475213,857592
ISO,ATL,Kinston-NC,Atlanta-GA,2482,3660,91,406,200505,57385,4947012
ELP,DAY,El Paso-TX,Dayton-OH,0,0,2,1358,200510,708683,843575
MSP,AUS,Minneapolis-MN,Austin-TX,4935,8100,81,1042,200305,3078253,1382693
SAV,ORD,Savannah-GA,Chicago-IL,50,50,1,773,200901,343092,19161134
MGM,DFW,Montgomery-AL,Dallas-TX,2058,3100,62,622,200107,348352,10709246
ALB,OMA,Albany-NY,Omaha-NE,126,137,1,1138,200106,829490,775380
LGA,MDW,New York-NY,Chicago-IL,211,494,2,725,200309,37342640,18572324
CLE,ORD,Cleveland-OH,Chicago-IL,50,87,1,316,200208,2140552,18490270
PWM,DTW,Portland-ME,Detroit-MI,0,0,0,668,200006,489359,8914942
SAN,RNO,San Diego-CA,Reno-NV,307,548,4,488,200312,2926814,374743
YKM,EKO,Yakima-WA,Elko-NV,121,122,1,462,200005,222696,46863
ROA,DTW,Roanoke-VA,Detroit-MI,299,680,20,382,199808,277424,8944948
BOS,DTW,Boston-MA,Detroit-MI,16606,26032,136,632,199806,8506878,8944948
MSP,DLH,Minneapolis-MN,Duluth-MN,0,0,1,144,200703,3204196,273889
ORD,TOL,Chicago-IL,Toledo-OH,154,222,6,214,200909,19161134,672220
HNL,ORD,Honolulu-HI,Chicago-IL,15935,18178,61,4243,199410,869959,17018756
ORD,FNT,Chicago-IL,Flint-MI,819,968,22,223,200604,18797710,437395
IAH,MOB,Houston-TX,Mobile-AL,302,952,8,427,199006,3789490,379163
JFK,ORD,New York-NY,Chicago-IL,0,0,1,740,200505,37596228,18724160
DOV,DOV,Dover-DE,Dover-DE,0,0,1,0,200909,157741,157741
SYR,DTW,Syracuse-NY,Detroit-MI,51,78,1,374,199011,661505,8503650
MEM,TOL,Memphis-TN,Toledo-OH,0,0,1,562,200804,1298529,673345
ATL,TOL,Atlanta-GA,Toledo-OH,0,0,1,549,200412,4802300,671681
SLC,TUS,Salt Lake City-UT,Tucson-AZ,9,148,1,600,199108,790507,676729
SFO,TUS,San Francisco-CA,Tucson-AZ,1180,1500,30,751,200807,8520472,1009832
LAS,TUS,Las Vegas-NV,Tucson-AZ,69,122,1,365,199811,1161259,790333
MAF,DFW,Midland-TX,Dallas-TX,27,168,1,309,200208,116953,10953156
SLC,TUL,Salt Lake City-UT,Tulsa-OK,68,70,1,926,200506,1044845,881652
PIT,TOL,Pittsburgh-PA,Toledo-OH,154,388,4,201,199905,2404337,650257
PIT,BUF,Pittsburgh-PA,Buffalo-NY,146,388,4,186,199801,2418452,1151490
ABE,EWR,Allentown-PA,Newark-NJ,15,37,1,67,200510,786034,18798114
JFK,EWR,New York-NY,Newark-NJ,0,215,1,21,200112,36980058,18490029
PNS,MOB,Pensacola-FL,Mobile-AL,951,3976,28,64,199902,403384,399652
EKO,AUS,Elko-NV,Austin-TX,83,122,1,1253,200401,44964,1418999
RKS,EKO,Rock Springs-WY,Elko-NV,31,122,1,354,200508,37266,45801
AVP,BOS,Scranton-PA,Boston-MA,52,150,1,254,200509,548529,8917782
JHW,BUF,Jamestown-NY,Buffalo-NY,0,0,20,61,200908,133503,1123804
RST,CWA,Rochester-MN,Wausau-WI,0,0,4,153,200406,174150,126710
FLL,MIA,Fort Lauderdale-FL,Miami-FL,0,0,1,21,199702,4623697,9247394
TUL,ATL,Tulsa-OK,Atlanta-GA,70,70,1,674,200212,874815,4555490
RAP,CPR,Rapid City-SD,Casper-WY,1698,3210,30,188,199007,103593,61212
GRB,DTW,Green Bay-WI,Detroit-MI,5650,8200,82,288,200310,290972,8985512
MOB,BFM,Mobile-AL,Mobile-AL,0,0,1,11,200408,397521,397521
MSP,ATL,Minneapolis-MN,Atlanta-GA,0,358,1,906,200907,3269814,5475213
LGA,DTW,New York-NY,Detroit-MI,17,118,1,501,199001,33737966,8503650
BDL,TPA,Hartford-CT,Tampa-FL,104,184,1,1111,200902,1195998,2747272
MCO,TOL,Orlando-FL,Toledo-OH,0,0,1,918,200509,1939766,673162
LAS,BOS,Las Vegas-NV,Boston-MA,148,183,1,2381,200803,1879093,9089410
LAS,PIA,Las Vegas-NV,Peoria-IL,216,216,1,1413,200007,1393370,366602
SFO,DFW,San Francisco-CA,Dallas-TX,7513,8774,62,1464,199108,7498756,8182938
PHL,DET,Philadelphia-PA,Detroit-MI,590,3212,22,441,200003,11386550,8914942
MSY,ATL,New Orleans-LA,Atlanta-GA,57,70,1,425,200705,1109415,5267527
LEX,LRD,Lexington-KY,Laredo-TX,0,0,1,1124,200508,439164,220968
ANC,DTW,Anchorage-AK,Detroit-MI,4910,5704,31,2985,199408,299463,8761684
PBG,ALB,Plattsburgh-NY,Albany-NY,0,0,22,133,200901,81618,857592
GEG,DFW,Spokane-WA,Dallas-TX,0,0,12,1476,200704,456187,12313304
ORD,AUS,Chicago-IL,Austin-TX,26,147,1,972,199105,16550288,874516
GSO,DTW,Greensboro-NC,Detroit-MI,158,312,4,460,200408,665024,8996622
RAP,MOT,Rapid City-SD,Minot-ND,16,120,1,303,200303,115849,64928
SPI,DEC,Springfield-IL,Decatur-IL,532,2484,54,43,199406,202326,116569
BGM,ERI,Binghamton-NY,Erie-PA,6,34,1,216,200206,251290,281920
DSM,RNO,Des Moines-IA,Reno-NV,124,130,1,1377,200402,511589,385049
PHX,AUS,Phoenix-AZ,Austin-TX,3296,4480,33,868,199105,2302011,874516
JAX,ORD,Jacksonville-FL,Chicago-IL,50,50,1,865,200902,1328144,19161134
MCO,BGR,Orlando-FL,Bangor-ME,2317,2570,10,1322,199506,1389986,146301
PBI,MIA,West Palm Beach-FL,Miami-FL,0,0,1,62,200704,5465183,10930366
RDU,EWR,Raleigh-NC,Newark-NJ,27,37,1,416,200410,916790,18747431
CVG,DFW,Cincinnati-OH,Dallas-TX,14123,17182,121,812,200407,2083905,11379964
ILN,EWR,Wilmington-OH,Newark-NJ,0,0,39,520,200305,41441,18671320
HOU,DET,Houston-TX,Detroit-MI,133,137,1,1114,199209,3983375,8653794
DFW,MOB,Dallas-TX,Mobile-AL,789,924,21,540,200506,11632814,398369
DFW,LRD,Dallas-TX,Laredo-TX,0,0,1,396,200007,10392376,194523
OKC,ATL,Oklahoma City-OK,Atlanta-GA,2554,4466,29,761,200211,1120187,4555490
LIT,AUS,Little Rock-AR,Austin-TX,50,50,1,442,200306,629617,1382693
SLC,AUS,Salt Lake City-UT,Austin-TX,107,128,1,1079,199808,906185,1104612
STL,EWR,St. Louis-MO,Newark-NJ,42,124,1,872,199810,2655631,17341505
ORD,ATL,Chicago-IL,Atlanta-GA,0,70,1,606,200806,19031272,5385586
MCI,YIP,Kansas City-MO,Detroit-MI,0,0,5,620,200501,1958504,8988796
PHX,EUG,Phoenix-AZ,Eugene-OR,131,190,1,952,200810,4287323,348425
MSP,ATL,Minneapolis-MN,Atlanta-GA,37,56,1,906,200212,3053303,4555490
SPS,EKO,Wichita Falls-TX,Elko-NV,122,124,1,1059,199504,144841,42918
BRD,BJI,Brainerd-MN,Bemidji-MN,65,204,6,86,199907,79650,39210
MIA,YIP,Miami-FL,Detroit-MI,0,0,1,1148,200102,10240512,8958464
GRR,ORD,Grand Rapids-MI,Chicago-IL,0,70,1,137,200512,767149,18724160
DFW,OMA,Dallas-TX,Omaha-NE,8254,12306,90,583,199907,9703564,748056
BNA,MDW,Nashville-TN,Chicago-IL,1344,1830,15,395,199306,1109755,16876600
ELP,AUS,El Paso-TX,Austin-TX,197,548,4,528,200210,688771,1353176
ORD,TUS,Chicago-IL,Tucson-AZ,68,128,1,1437,200505,18724160,948965
IND,DAL,Indianapolis-IN,Dallas-TX,95,122,1,756,200205,1578239,10953156
SLC,BOS,Salt Lake City-UT,Boston-MA,9607,11207,62,2105,199605,882467,8407438
CMH,DTW,Columbus-OH,Detroit-MI,7915,10700,107,155,200506,1714463,8988796
CLM,EKO,Port Angeles-WA,Elko-NV,115,124,1,631,200103,64792,46622
GBD,HYS,Great Bend-KS,Hays-KS,168,893,47,41,200305,27777,27302
PHX,AUS,Phoenix-AZ,Austin-TX,0,0,0,868,199902,3013696,1146050
CLE,ALB,Cleveland-OH,Albany-NY,596,777,21,424,200509,2118249,846357
MHT,ATL,Manchester-NH,Atlanta-GA,1739,2100,30,952,200901,405906,5475213
SBN,DAY,South Bend-IN,Dayton-OH,2253,3240,30,166,199010,297005,844660
MSP,DAY,Minneapolis-MN,Dayton-OH,1235,2600,26,574,200003,2981616,848093
SLC,AUS,Salt Lake City-UT,Austin-TX,149,150,1,1085,200612,1072748,1528958
MIA,MIA,Miami-FL,Miami-FL,0,0,1,0,200902,11094102,11094102
MSN,CWA,Madison-WI,Wausau-WI,0,0,1,114,200804,562065,131043
LGA,ORD,New York-NY,Chicago-IL,162,290,1,733,199005,33737966,16395048
JAX,TPA,Jacksonville-FL,Tampa-FL,0,0,1,180,200605,1279132,2684639
PIT,TPA,Pittsburgh-PA,Tampa-FL,384,630,5,873,200511,2372328,2638814
IAH,TYR,Houston-TX,Tyler-TX,8,46,1,163,199505,4191632,161410
BGM,ELM,Binghamton-NY,Elmira-NY,73,374,11,48,199905,247462,91738
LAS,ORD,Las Vegas-NV,Chicago-IL,175,190,1,1515,199110,807425,16550288
CVG,ATL,Cincinnati-OH,Atlanta-GA,0,177,1,373,199305,1909662,3339551
ALB,DTW,Albany-NY,Detroit-MI,1153,1700,17,488,200212,833752,8972134
IAD,ALB,Washington-DC,Albany-NY,41,50,1,325,200904,10952482,857592
ILN,ATL,Wilmington-OH,Atlanta-GA,0,0,17,405,200711,42990,5267527
IND,DET,Indianapolis-IN,Detroit-MI,2875,11234,82,252,199007,1299152,8503650
ICT,DFW,Wichita-KS,Dallas-TX,17,34,1,328,199505,546549,8787062
AUS,ORD,Austin-TX,Chicago-IL,301,504,4,972,199612,1036319,17287860
CHS,EWR,Charleston-SC,Newark-NJ,21,37,1,628,200501,601429,18798114
BOS,EWR,Boston-MA,Newark-NJ,42774,71627,508,200,199709,8460622,17264316
RFD,PIA,Rockford-IL,Peoria-IL,0,0,3,110,200905,353722,375865
FLL,ORD,Fort Lauderdale-FL,Chicago-IL,411,480,4,1182,200612,5466743,18797710
SEA,EWR,Seattle-WA,Newark-NJ,98,124,1,2401,200704,6614720,18901167
LGA,TPA,New York-NY,Tampa-FL,42,50,1,1011,200809,37937002,2730007
IAH,EKO,Houston-TX,Elko-NV,114,122,1,1370,200411,5190444,44964
DTW,TPA,Detroit-MI,Tampa-FL,20132,23696,124,983,200003,8914942,2404273
PIT,DAY,Pittsburgh-PA,Dayton-OH,286,630,5,215,199905,2404337,857208
DCA,CAK,Washington-DC,Akron-OH,21,32,1,274,200303,10172752,700286
MLU,MOB,Monroe-LA,Mobile-AL,88,120,1,257,200510,171172,398369
TPA,ALB,Tampa-FL,Albany-NY,407,548,4,1130,200902,2747272,857592
ORD,ALB,Chicago-IL,Albany-NY,73,150,1,723,199711,17405264,821585
ORD,AFW,Chicago-IL,Dallas-TX,0,0,17,806,200807,19031272,12602170
MDW,ORD,Chicago-IL,Chicago-IL,0,210,1,16,200412,18664180,18664180
FNT,TPA,Flint-MI,Tampa-FL,535,585,5,1036,200808,428859,2730007
BNA,TOL,Nashville-TN,Toledo-OH,0,0,13,408,200303,1386743,669292
CPR,CPR,Casper-WY,Casper-WY,0,0,2,0,200708,71817,71817
ACY,ERI,Atlantic City-NJ,Erie-PA,106,115,1,345,199710,236224,279513
STL,EWR,St. Louis-MO,Newark-NJ,0,0,1,872,200310,2743862,18671320
GRR,TOL,Grand Rapids-MI,Toledo-OH,21,98,1,125,199411,683558,651630
RNO,MDW,Reno-NV,Chicago-IL,102,137,1,1680,200802,416657,19031272
IND,DAY,Indianapolis-IN,Dayton-OH,0,0,1,110,200509,1645027,843575
BNA,DET,Nashville-TN,Detroit-MI,967,2603,19,476,199101,1067021,8578382
AMA,DAL,Amarillo-TX,Dallas-TX,917,1918,14,324,200501,237767,11632814
MDT,ORD,Harrisburg-PA,Chicago-IL,429,526,5,594,200703,529783,18903872
DFW,TUL,Dallas-TX,Tulsa-OK,29,103,1,237,199611,8994450,807864
EAU,EKO,Eau Claire-WI,Elko-NV,93,124,1,1260,199611,142749,45034
SYR,DTW,Syracuse-NY,Detroit-MI,0,100,1,374,200006,649817,8914942
JFK,DFW,New York-NY,Dallas-TX,0,0,1,1391,199910,34863448,9703564
DPA,YIP,Chicago-IL,Detroit-MI,0,0,3,243,200311,18572324,8985512
PHX,TUL,Phoenix-AZ,Tulsa-OK,52,139,1,935,199404,2549507,794748
MSO,BTM,Missoula-MT,Butte-MT,50,199,1,101,200804,107552,32776
MOB,DFW,Mobile-AL,Dallas-TX,82,98,1,540,199206,388122,8314270
ATL,AUS,Atlanta-GA,Austin-TX,538,840,12,813,200708,5267527,1594525
GSO,ATL,Greensboro-NC,Atlanta-GA,13960,22202,159,306,199309,561098,3339551
SYR,ALB,Syracuse-NY,Albany-NY,376,950,50,119,200405,649089,843928
RNO,DTW,Reno-NV,Detroit-MI,1371,3725,25,1903,199704,309197,8934802
ATL,TOL,Atlanta-GA,Toledo-OH,0,0,1,549,200504,4947012,673162
HRO,DFW,Harrison-AR,Dallas-TX,14,57,3,321,200310,43068,11164066
IAH,TUS,Houston-TX,Tucson-AZ,460,496,4,936,200810,5726705,1009832
EWR,CAK,Newark-NJ,Akron-OH,50,50,1,381,200707,18901167,700559
PHL,ORD,Philadelphia-PA,Chicago-IL,0,0,1,678,200212,11511748,18490270
BFF,EKO,Scottsbluff-NE,Elko-NV,243,248,2,637,199810,36892,48011
ATW,ATL,Appleton-WI,Atlanta-GA,1196,1700,34,765,200401,212167,4802300
BWI,DTW,Baltimore-MD,Detroit-MI,56,110,1,408,200208,2600580,8972134
IDA,BZN,Idaho Falls-ID,Bozeman-MT,42,50,1,163,200903,126131,90343
MOB,MLU,Mobile-AL,Monroe-LA,1069,4144,28,257,199102,382982,163914
GSP,DRT,Greenville-SC,Del Rio-TX,0,0,1,1163,200805,630098,47705
OAK,ITO,Oakland-CA,Hilo-HI,85,173,1,2329,200506,4149607,164887
CHA,ATL,Chattanooga-TN,Atlanta-GA,25,50,1,106,200709,515810,5267527
ABI,SSC,Abilene-TX,Sumter-SC,26,120,1,1117,200705,159005,104223
MSY,DTW,New Orleans-LA,Detroit-MI,1025,1200,12,926,200602,987535,8969084
TLH,TPA,Tallahassee-FL,Tampa-FL,108,212,2,200,200205,327044,2483575
YIP,EWR,Detroit-MI,Newark-NJ,0,0,1,497,200011,8914942,18352743
ICT,DFW,Wichita-KS,Dallas-TX,29,151,1,328,199309,538101,8450926
SFO,OMA,San Francisco-CA,Omaha-NE,176,184,1,1433,200208,8331356,782384
IDA,BTM,Idaho Falls-ID,Butte-MT,39,50,1,169,200804,123123,32776
FSD,FAR,Sioux Falls-SD,Fargo-ND,0,0,1,230,200012,188344,174791
CLE,AUS,Cleveland-OH,Austin-TX,126,141,1,1171,199709,2126219,1067953
SHV,YIP,Shreveport-LA,Detroit-MI,0,0,1,880,200310,376825,8985512
ORD,DLH,Chicago-IL,Duluth-MN,28,100,2,397,200103,18385002,276392
MEM,DAL,Memphis-TN,Dallas-TX,44,120,1,423,200408,1249048,11379964
JAX,DTW,Jacksonville-FL,Detroit-MI,82,125,1,814,200302,1194706,8985512
SEA,DTW,Seattle-WA,Detroit-MI,1052,1192,4,1927,199009,5154164,8503650
DBQ,ORD,Dubuque-IA,Chicago-IL,950,1530,45,147,199401,88177,17018756
SBA,EKO,Santa Barbara-CA,Elko-NV,80,124,1,494,199408,381528,41668
STL,DFW,St. Louis-MO,Dallas-TX,2787,7950,53,551,199311,2616153,8450926
CMH,TPA,Columbus-OH,Tampa-FL,337,366,3,829,199708,1525094,2225002
FWA,YIP,Fort Wayne-IN,Detroit-MI,0,0,1,122,199903,374092,8962394
SLE,EKO,Salem-OR,Elko-NV,113,119,1,462,199108,286134,37382
DAY,EWR,Dayton-OH,Newark-NJ,623,777,21,533,200610,841558,18825633
SJC,TOL,San Jose-CA,Toledo-OH,0,0,6,2042,200212,1728245,666252
AEX,MIA,Alexandria-LA,Miami-FL,17,150,1,837,200801,153451,11003504
FMN,GUP,Farmington-NM,Gallup-NM,211,874,46,90,200803,122407,70423
MDW,EWR,Chicago-IL,Newark-NJ,0,155,1,711,200305,18572324,18671320
NZY,TUS,San Diego-CA,Tucson-AZ,0,120,1,369,200904,3053793,1020200
MCI,DAY,Kansas City-MO,Dayton-OH,0,0,1,561,200104,1865245,846089
OKC,DTW,Oklahoma City-OK,Detroit-MI,317,600,6,900,200404,1140779,8996622
PBI,ATL,West Palm Beach-FL,Atlanta-GA,3,98,1,545,199004,4074690,3087755
ORD,DTW,Chicago-IL,Detroit-MI,101,118,1,235,199301,16876600,8711888
SHV,LRD,Shreveport-LA,Laredo-TX,0,0,12,477,200810,389389,235937
MCO,ORD,Orlando-FL,Chicago-IL,128,128,1,1005,200811,2060968,19031272
MEM,CWA,Memphis-TN,Wausau-WI,0,0,8,672,200512,1261429,127532
JAX,EWR,Jacksonville-FL,Newark-NJ,108,155,1,821,200211,1172801,18590085
BOS,TPA,Boston-MA,Tampa-FL,108,126,1,1185,199902,8550938,2278169
AMA,DFW,Amarillo-TX,Dallas-TX,47,124,1,313,199305,202960,8450926
TOL,DAY,Toledo-OH,Dayton-OH,0,0,1,119,200409,671681,845594
BOS,EWR,Boston-MA,Newark-NJ,15251,22880,220,200,200203,8918022,18590085
OMA,MDW,Omaha-NE,Chicago-IL,730,854,7,423,199805,742096,17529224
HNL,ATL,Honolulu-HI,Atlanta-GA,237,241,1,4502,200011,875061,4281905
IND,ALB,Indianapolis-IN,Albany-NY,44,50,1,682,200312,1600165,839741
TPA,ORD,Tampa-FL,Chicago-IL,86,184,1,1012,199002,2075572,16395048
TUL,DTW,Tulsa-OK,Detroit-MI,28,142,1,790,199210,782591,8653794
ABE,ORD,Allentown-PA,Chicago-IL,697,1260,10,654,199908,718662,17655010
MCO,TUL,Orlando-FL,Tulsa-OK,109,147,1,1005,199704,1464182,819477
PHL,EWR,Philadelphia-PA,Newark-NJ,0,0,1,81,200911,11936504,19069796
MIA,BOS,Miami-FL,Boston-MA,196,206,1,1258,200502,10886318,8917782
FAR,ORD,Fargo-ND,Chicago-IL,57,88,1,557,200412,183730,18664180
MSP,MDW,Minneapolis-MN,Chicago-IL,20351,37825,229,349,200506,3132772,18724160
TVC,ORD,Traverse City-MI,Chicago-IL,4307,9216,144,224,199405,115173,17018756
MCI,EKO,Kansas City-MO,Elko-NV,232,248,2,1119,199705,1776103,47413
RUT,ALB,Rutland-VT,Albany-NY,0,0,22,69,200310,63440,839741
MKE,ATL,Milwaukee-WI,Atlanta-GA,275,350,5,669,200811,1550451,5385586
CLE,TPA,Cleveland-OH,Tampa-FL,4357,4992,39,927,199703,2126219,2225002
DTW,PIA,Detroit-MI,Peoria-IL,414,680,20,346,200009,8914942,366602
HOU,AUS,Houston-TX,Austin-TX,157,535,5,152,199109,3888584,874516
LAX,ORD,Los Angeles-CA,Chicago-IL,0,0,1,1744,199705,23583460,17405264
JFK,ATL,New York-NY,Atlanta-GA,0,0,1,760,200502,37596228,4947012
BGR,ALB,Bangor-ME,Albany-NY,32,32,0,287,200212,146249,833752
PDK,YIP,Atlanta-GA,Detroit-MI,0,0,3,578,200312,4673146,8985512
IAD,AUS,Washington-DC,Austin-TX,471,630,5,1294,199904,9231820,1146050
MHT,BGR,Manchester-NH,Bangor-ME,0,0,7,183,200409,396542,146660
MCO,BOS,Orlando-FL,Boston-MA,13599,15600,104,1121,200905,2082421,9177360
XNA,ATL,Fayetteville-AR,Atlanta-GA,705,1140,15,589,200906,464623,5475213
TYR,DFW,Tyler-TX,Dallas-TX,667,1012,23,103,200902,204665,12895230
ABE,DTW,Allentown-PA,Detroit-MI,53,112,1,424,199703,712594,8934802
AUS,AFW,Austin-TX,Dallas-TX,0,0,48,193,200809,1654100,12602170
EKO,AUS,Elko-NV,Austin-TX,76,124,1,1247,199609,45034,1036319
BTM,EKO,Butte-MT,Elko-NV,124,124,1,391,199304,34601,40259
CMH,DTW,Columbus-OH,Detroit-MI,0,122,1,155,200307,1678827,8985512
CLT,AGS,Charlotte-NC,Augusta-GA,36,98,1,140,199304,1086132,464172
ANC,DTW,Anchorage-AK,Detroit-MI,2016,3474,19,2986,200505,351851,8988796
ILN,BOS,Wilmington-OH,Boston-MA,0,0,17,700,200308,41441,8916374
BRO,YIP,Brownsville-TX,Detroit-MI,0,0,1,1375,200108,342262,8958464
ATL,DET,Atlanta-GA,Detroit-MI,2639,4380,30,609,199912,3988728,8962394
DFW,TPA,Dallas-TX,Tampa-FL,134,145,1,929,199405,8613622,2154044
AFW,ATL,Dallas-TX,Atlanta-GA,0,0,16,747,200901,12895230,5475213
SLC,RNO,Salt Lake City-UT,Reno-NV,192,298,2,422,199812,906185,315959
ORD,TPA,Chicago-IL,Tampa-FL,2207,2944,23,1012,199202,16720340,2113572
LIT,DAL,Little Rock-AR,Dallas-TX,12482,17810,130,296,199906,584736,9703564
MDT,EWR,Harrisburg-PA,Newark-NJ,1769,3030,101,141,199710,497440,17264316
TPA,DTW,Tampa-FL,Detroit-MI,13224,20086,105,983,199612,2195269,8912962
MCI,OMA,Kansas City-MO,Omaha-NE,0,0,1,152,200406,1935840,800459
LAS,DFW,Las Vegas-NV,Dallas-TX,263,300,2,1055,200606,1778129,11998822
MKE,FNT,Milwaukee-WI,Flint-MI,1308,1900,100,211,200508,1536320,439216
MCO,BGR,Orlando-FL,Bangor-ME,4,173,1,1322,200312,1803474,147123
IAH,DTW,Houston-TX,Detroit-MI,34,110,1,1076,199901,4540138,8962394
TUL,DAL,Tulsa-OK,Dallas-TX,5205,8768,64,237,200902,929015,12895230
PHL,ELM,Philadelphia-PA,Elmira-NY,31,200,4,180,200608,11761824,88164
SAN,ATL,San Diego-CA,Atlanta-GA,2,132,1,1891,200706,2975656,5267527
HOU,ORD,Houston-TX,Chicago-IL,50,147,1,945,199108,3888584,16550288
BGR,ATL,Bangor-ME,Atlanta-GA,0,0,1,1134,200709,148603,5267527
FCA,BZN,Kalispell-MT,Bozeman-MT,0,0,1,228,200812,89104,89812
ABQ,ATL,Albuquerque-NM,Atlanta-GA,8032,8405,61,1269,200107,739531,4432950
CMH,AUS,Columbus-OH,Austin-TX,103,103,1,1070,199707,1525094,1067953
PVD,TPA,Providence-RI,Tampa-FL,11365,12330,90,1137,200608,1603830,2684639
PIT,CAK,Pittsburgh-PA,Akron-OH,4304,10609,103,70,199401,2471125,676549
MCI,LRD,Kansas City-MO,Laredo-TX,0,0,1,853,200509,1958504,220968
RDD,ACV,Redding-CA,Eureka-CA,373,962,26,101,199802,164156,122163
